"Date","Reference","Ticker","Type","Quantity","Price/share","Gross Amount","CCY","FX Rate","Fee","Net Amt.","Tax Amt."
"06/04/2022 14:07:46","VJ2YGJMX9N","LCID","Buy","0.058307759","22.81000","1.33","USD","","","1.33",""
"06/04/2022 14:07:24","AGV6KZG38Y","RIVN","Buy","0.036701737","40.87000","1.50","USD","","","1.50",""
"06/04/2022 14:06:54","H5JN6MFQ7E","AMT","Buy","0.188192784","265.68500","50.00","USD","","","50.00",""
"06/04/2022 14:06:21","GNCJS4N7MY","CMI","Buy","0.076761680","195.41000","15.00","USD","","","15.00",""
"06/04/2022 14:06:03","8LUYYHYYRH","MMM","Buy","0.101088384","148.38500","15.00","USD","","","15.00",""
"06/04/2022 14:05:34","UN87Z3W765","SMG","Buy","0.126230749","118.83000","15.00","USD","","","15.00",""
"06/04/2022 14:05:07","E7FXQCNUKZ","MS","Buy","0.178731009","83.92500","15.00","USD","","","15.00",""
"06/04/2022 14:04:19","VM82LJ57UG","SBSW","Buy","0.317158261","15.76500","5.00","USD","","","5.00",""
"06/04/2022 14:04:02","559NQFEJJK","C","Buy","0.296120817","50.65500","15.00","USD","","","15.00",""
"06/04/2022 14:03:47","HSZF76MGA4","F","Buy","0.973078170","15.41500","15.00","USD","","","15.00",""
"06/04/2022 14:03:23","72S533K3Y8","SBUX","Buy","0.182315405","82.27500","15.00","USD","","","15.00",""
"06/04/2022 13:56:51","SXU9SCWLL4","USD","Conversion","","","163.83","USD","0.91558","","163.83",""
"06/04/2022 13:56:51","SXU9SCWLL4","EUR","Conversion","","","-150.00","EUR","1.09220","0.00","-150.00",""
"06/04/2022 13:30:09","9FLENHRS5V","MMM","Buy","0.006787483","147.33000","1.00","USD","","","1.00",""
"06/04/2022 06:23:23","CURMJ97ZSK","","Buy","","","400.00","EUR","","","400.00",""
"06/04/2022 04:48:28","G37R2C6Y29","USD","Conversion","","","1.00","USD","0.91759","","1.00",""
"06/04/2022 04:48:28","G37R2C6Y29","EUR","Conversion","","","-0.92","EUR","1.08980","0.00","-0.92",""
"05/04/2022 18:56:32","QYW9RNLJW6","USD","Conversion","","","15.00","USD","0.91659","","15.00",""
"05/04/2022 18:56:32","QYW9RNLJW6","EUR","Conversion","","","-13.75","EUR","1.09100","0.00","-13.75",""
"05/04/2022 18:56:31","NKA37537VA","LCID","Buy","0.624609618","24.01500","15.00","USD","","","15.00",""
"05/04/2022 18:56:20","8F53AKZWL8","USD","Conversion","","","15.00","USD","0.91667","","15.00",""
"05/04/2022 18:56:20","8F53AKZWL8","EUR","Conversion","","","-13.76","EUR","1.09090","0.00","-13.76",""
"05/04/2022 18:56:19","AC92Y3JM9G","RIVN","Buy","0.350058343","42.85000","15.00","USD","","","15.00",""
"05/04/2022 14:41:43","3WJCK2JVC2","PLTR","Buy","0.256067534","14.21500","3.64","USD","","","3.64",""
"05/04/2022 14:41:31","8RAMZSUNZ8","NVDA","Buy","0.018989745","263.30000","5.00","USD","","","5.00",""
"05/04/2022 14:40:59","X29QJKFNAG","USD","Conversion","","","181.04","USD","0.91416","","181.04",""
"05/04/2022 14:40:59","X29QJKFNAG","EUR","Conversion","","","-165.50","EUR","1.09390","0.00","-165.50",""
"05/04/2022 14:40:58","QRZ9G4NXXL","WHR","Buy","1.000000000","174.06990","174.07","USD","","","174.07",""
"05/04/2022 14:29:14","5N8A8Y3V4G","T","Buy","0.999787099","23.98500","23.98","USD","","","23.98",""
"05/04/2022 14:28:54","EUWHNYJX83","FL","Buy","2.000000000","29.37990","58.76","USD","","","58.76",""
"05/04/2022 14:27:48","F537MV6FJ8","VZ","Buy","1.000000000","52.40820","52.41","USD","","","52.41",""
"05/04/2022 14:25:49","3U8VF7MZA7","USD","Conversion","","","136.82","USD","0.91357","","136.82",""
"05/04/2022 14:25:49","3U8VF7MZA7","EUR","Conversion","","","-125.00","EUR","1.09460","0.00","-125.00",""
"05/04/2022 13:30:13","RG28SJGYG9","MMM","Buy","0.012243525","148.65000","1.82","USD","","","1.82",""
"05/04/2022 12:12:32","F2E544J448","USD","Conversion","","","1.09","USD","0.91141","","1.09",""
"05/04/2022 12:12:32","F2E544J448","EUR","Conversion","","","-1.00","EUR","1.09720","0.00","-1.00",""
"05/04/2022 04:30:54","YA6683WYW4","KMB","Dividend","","","0.85","USD","","","0.73","0.12"
"04/04/2022 13:42:43","2LXXG9NYJA","MMM","Buy","0.049398698","146.76500","7.25","USD","","","7.25",""
"04/04/2022 13:40:38","G2XZWERJXJ","JPM","Buy","0.450112528","133.30000","60.00","USD","","","60.00",""
"04/04/2022 13:39:06","E6L7QJQVM3","SBUX","Buy","0.500000000","87.51000","43.76","USD","","","43.76",""
"04/04/2022 13:38:45","V3YHNNNAKC","CMI","Buy","0.106460485","196.21000","20.89","USD","","","20.89",""
"04/04/2022 13:37:47","57SVFF8X85","USD","Conversion","","","131.90","USD","0.90975","","131.90",""
"04/04/2022 13:37:47","57SVFF8X85","EUR","Conversion","","","-120.00","EUR","1.09920","0.00","-120.00",""
"04/04/2022 13:30:04","KKL5SVUKLQ","KO","Buy","0.027635782","62.60000","1.73","USD","","","1.73",""
"04/04/2022 13:30:02","KM7H6Y6SE5","ALL","Buy","0.007182360","139.23000","1.00","USD","","","1.00",""
"02/04/2022 04:32:27","KRNXUR777M","ALL","Dividend","","","0.98","USD","","","0.84","0.14"
"02/04/2022 04:32:26","5GWKCJ8JLZ","KO","Dividend","","","2.22","USD","","","1.89","0.33"
"01/04/2022 16:50:22","4ZANE3U9F6","ABT","Buy","0.407017245","117.71000","47.91","USD","","","47.91",""
"01/04/2022 16:47:54","UCWLMMFEXU","ABBV","Buy","0.387224387","161.58500","62.57","USD","","","62.57",""
"01/04/2022 16:47:46","E87HNA3LMW","USD","Conversion","","","110.48","USD","0.90514","","110.48",""
"01/04/2022 16:47:46","E87HNA3LMW","EUR","Conversion","","","-100.00","EUR","1.10480","0.00","-100.00",""
"01/04/2022 15:08:13","E2RJAFMU59","MMM","Buy","0.014104085","147.47500","2.08","USD","","","2.08",""
"01/04/2022 15:07:14","MUUW5F4LSM","T","Buy","1.000212901","23.48500","23.49","USD","","","23.49",""
"01/04/2022 15:06:20","U2QWEWYY3A","BNS","Buy","1.000000000","71.23990","71.24","USD","","","71.24",""
"01/04/2022 15:05:33","2Y5QKQWYWR","GIS","Buy","0.147732309","67.69000","10.00","USD","","","10.00",""
"01/04/2022 15:05:24","KY8K65ELMX","USD","Conversion","","","106.81","USD","0.90620","","106.81",""
"01/04/2022 15:05:24","KY8K65ELMX","EUR","Conversion","","","-96.80","EUR","1.10350","0.00","-96.80",""
"01/04/2022 13:30:15","SMH7M4L9QR","DLR","Buy","0.007021485","142.42000","1.00","USD","","","1.00",""
"01/04/2022 13:30:14","H2CSXZ4Z2X","CCI","Buy","0.005403944","185.05000","1.00","USD","","","1.00",""
"01/04/2022 13:30:13","NG5WQZFNXL","ARCC","Buy","0.103809523","21.00000","2.18","USD","","","2.18",""
"01/04/2022 13:30:08","G4LLK53U7J","SPG","Buy","0.007560293","132.27000","1.00","USD","","","1.00",""
"01/04/2022 13:30:05","EXN9GYAN9R","AVGO","Buy","0.003158680","630.01000","1.99","USD","","","1.99",""
"01/04/2022 13:30:05","ECUKJUS2SE","WM","Buy","0.006816890","158.43000","1.08","USD","","","1.08",""
"01/04/2022 13:30:02","XLFFQVFNCF","PEP","Buy","0.007028411","167.89000","1.18","USD","","","1.18",""
"01/04/2022 04:32:01","8A8L8H37G7","AVGO","Dividend","","","2.33","USD","","","1.99","0.34"
"01/04/2022 04:32:00","VQNQ956V6R","PEP","Dividend","","","1.38","USD","","","1.18","0.20"
"01/04/2022 04:31:59","SNUKJ677SK","CCI","Dividend","","","0.87","USD","","","0.74","0.13"
"01/04/2022 04:31:58","X5RZJVZWY8","DLR","Dividend","","","1.46","USD","","","1.25","0.21"
"01/04/2022 04:31:58","GQAHJVCHFR","TRV","Dividend","","","0.31","USD","","","0.27","0.04"
"01/04/2022 04:31:56","LHZ59E4WFC","SPG","Dividend","","","1.96","USD","","","1.67","0.29"
"01/04/2022 04:31:55","9S92KKLHFN","ARCC","Dividend","","","0.15","USD","","","-0.18","0.33"
"01/04/2022 04:31:54","CG7EGR5E4Z","WM","Dividend","","","0.48","USD","","","0.41","0.07"
"31/03/2022 19:58:44","YAGN7UWFSR","SBUX","Buy","0.053110940","91.13000","4.84","USD","","","4.84",""
"31/03/2022 19:58:27","KJQQGZUUGH","USD","Conversion","","","3.51","USD","0.90383","","3.51",""
"31/03/2022 19:58:27","KJQQGZUUGH","EUR","Conversion","","","-3.20","EUR","1.10640","0.02","-3.18",""
"31/03/2022 19:58:26","ENHH5KS8Y7","LOW","Buy","0.473616903","202.14000","95.74","USD","","","95.74",""
"31/03/2022 19:58:03","99KQJYWQ6Q","MMM","Buy","0.036782519","149.07000","5.48","USD","","","5.48",""
"31/03/2022 19:57:29","JJENL97LJU","T","Buy","0.135472477","23.67500","3.21","USD","","","3.21",""
"31/03/2022 19:57:04","AUFYX8CSM5","BNS","Buy","1.000000000","71.67990","71.68","USD","","","71.68",""
"31/03/2022 19:56:24","SWZMLG5YX4","SBUX","Buy","0.369987438","91.19500","33.74","USD","","","33.74",""
"31/03/2022 19:56:07","8ZUNVG649F","USD","Conversion","","","211.18","USD","0.90375","","211.18",""
"31/03/2022 19:56:07","8ZUNVG649F","EUR","Conversion","","","-191.54","EUR","1.10650","0.68","-190.86",""
"31/03/2022 18:50:23","HSHCNNGCZ5","CLX","Buy","0.695139911","139.19500","96.76","USD","","","96.76",""
"31/03/2022 18:50:03","SSMMCXKN8R","COST","Sell","0.165882303","583.31000","96.76","USD","","","96.76",""
"31/03/2022 15:55:42","V76WNXS732","AMD","Buy","0.020834268","111.35500","2.32","USD","","","2.32",""
"31/03/2022 15:55:21","4CUQC77VVX","USD","Conversion","","","9.35","USD","0.90081","","9.35",""
"31/03/2022 15:55:21","4CUQC77VVX","EUR","Conversion","","","-8.46","EUR","1.11010","0.03","-8.43",""
"31/03/2022 15:55:20","9J9E5KS9JE","CMCSA","Buy","1.000000000","47.00000","47.00","USD","","","47.00",""
"31/03/2022 15:54:59","2MXF75JYAQ","JPM","Buy","1.000000000","138.44990","138.45","USD","","","138.45",""
"31/03/2022 13:32:33","JU2AQRHLUY","MAIN","Buy","0.976520310","42.60500","41.60","USD","","","41.60",""
"31/03/2022 13:31:50","C5VMWZEZ36","USD","Conversion","","","148.32","USD","0.90187","","148.32",""
"31/03/2022 13:31:50","C5VMWZEZ36","EUR","Conversion","","","-134.24","EUR","1.10880","0.47","-133.77",""
"31/03/2022 13:30:08","A6JEJAKCFH","GS","Buy","0.002975039","336.13000","1.00","USD","","","1.00",""
"31/03/2022 13:30:04","83GL32KYGN","GILD","Buy","0.022537562","59.90000","1.35","USD","","","1.35",""
"31/03/2022 13:30:04","L6EZ6KHGEE","MAIN","Buy","0.023479690","42.59000","1.00","USD","","","1.00",""
"31/03/2022 13:30:03","SWJ4XMJULM","TROW","Buy","0.010281772","153.67000","1.58","USD","","","1.58",""
"31/03/2022 04:31:03","RZ8X3MG49H","MAIN","Dividend","","","0.57","USD","","","0.49","0.08"
"31/03/2022 04:31:02","A6VZ8AYCZ7","GS","Dividend","","","0.24","USD","","","0.21","0.03"
"31/03/2022 04:31:00","EMEXYVCG26","TROW","Dividend","","","1.85","USD","","","1.58","0.27"
"31/03/2022 04:30:59","ZUQJE2R4XW","GILD","Dividend","","","1.58","USD","","","1.35","0.23"
"30/03/2022 19:22:03","F69ESXSQ28","ADBE","Buy","0.003249550","458.52500","1.49","USD","","","1.49",""
"30/03/2022 19:21:41","27L73J24CH","LCID","Buy","0.038102495","26.24500","1.00","USD","","","1.00",""
"30/03/2022 19:21:31","G7F3JU2EEG","RIVN","Buy","0.019262255","51.91500","1.00","USD","","","1.00",""
"30/03/2022 19:21:22","MQM3CS84QN","AMZN","Buy","0.000301376","3318.10500","1.00","USD","","","1.00",""
"30/03/2022 19:21:05","N6YMCGGJNV","NFLX","Buy","0.002635115","379.49000","1.00","USD","","","1.00",""
"30/03/2022 19:20:56","427QMJ6AF3","AMD","Buy","0.008388909","119.20500","1.00","USD","","","1.00",""
"30/03/2022 19:20:50","ZL329LQFWR","PLTR","Buy","0.072648020","13.76500","1.00","USD","","","1.00",""
"30/03/2022 19:20:38","8N97AZJF3L","SPCE","Buy","0.094295143","10.60500","1.00","USD","","","1.00",""
"30/03/2022 19:20:23","H6XQHJ7ZM2","ZM","Buy","0.008235197","121.43000","1.00","USD","","","1.00",""
"30/03/2022 19:20:14","A33FFSWXJ2","NVDA","Buy","0.003625224","275.84500","1.00","USD","","","1.00",""
"30/03/2022 19:20:04","465K8992H4","SHOP","Buy","0.001440185","694.35500","1.00","USD","","","1.00",""
"30/03/2022 19:12:24","ZS4EG9U8K6","SRE","Sell","0.504937123","167.33000","84.49","USD","","","84.49",""
"30/03/2022 13:45:41","MQ7W2RXWJC","AMZN","Buy","0.000393133","3357.64000","1.32","USD","","","1.32",""
"30/03/2022 13:44:55","LSG26GLK9Y","USD","Conversion","","","17.51","USD","0.89637","","17.51",""
"30/03/2022 13:44:55","LSG26GLK9Y","EUR","Conversion","","","-15.76","EUR","1.11560","0.06","-15.70",""
"30/03/2022 13:44:54","XVNAY47J2C","CUBE","Buy","0.493847414","53.78500","26.56","USD","","","26.56",""
"30/03/2022 13:44:14","WXUYN5Q7SX","VZ","Buy","0.314080561","51.11500","16.05","USD","","","16.05",""
"30/03/2022 13:43:03","VSJ5E5WXL8","CMCSA","Buy","0.928118524","47.50500","44.09","USD","","","44.09",""
"30/03/2022 13:42:54","CK34F7HXUU","USD","Conversion","","","55.56","USD","0.89661","","55.56",""
"30/03/2022 13:42:54","CK34F7HXUU","EUR","Conversion","","","-50.00","EUR","1.11530","0.18","-49.82",""
"30/03/2022 13:42:01","NMM7W8Z3A6","JPM","Buy","0.132036859","141.30000","18.66","USD","","","18.66",""
"30/03/2022 13:41:18","79ACGXEJCJ","BNS","Buy","0.086649066","73.78000","6.39","USD","","","6.39",""
"30/03/2022 13:40:56","VSW554A97E","IIPR","Buy","0.045497584","205.94500","9.37","USD","","","9.37",""
"30/03/2022 13:38:11","QWZX4XSY7F","BMY","Buy","0.311693627","74.01500","23.07","USD","","","23.07",""
"30/03/2022 13:34:18","6XNN7YYQ67","APD","Buy","0.153475861","251.85500","38.65","USD","","","38.65",""
"30/03/2022 13:33:06","3AY9V66SF5","USD","Conversion","","","111.09","USD","0.89694","","111.09",""
"30/03/2022 13:33:06","3AY9V66SF5","EUR","Conversion","","","-100.00","EUR","1.11490","0.35","-99.65",""
"29/03/2022 19:21:11","EV7CRSS9CA","SBUX","Buy","0.036182226","91.20500","3.30","USD","","","3.30",""
"29/03/2022 19:20:26","V42XUWW6RS","BEN","Buy","1.660000000","28.99000","48.12","USD","","","48.12",""
"29/03/2022 19:15:27","QYS3EU83NA","EIX","Buy","1.000000000","69.41990","69.42","USD","","","69.42",""
"29/03/2022 19:13:12","Q3WY54S7XM","HPQ","Sell","2.000000000","39.78350","79.57","USD","","","79.57",""
"29/03/2022 19:11:59","5QQ2C7LGVL","ORCL","Sell","0.490887893","84.07500","41.27","USD","","","41.27",""
"29/03/2022 19:11:42","YRRECNEV2Q","RIVN","Buy","0.022012871","53.60500","1.18","USD","","","1.18",""
"29/03/2022 19:11:28","KKEHJ9S8KL","ITW","Buy","0.059627557","218.02000","13.00","USD","","","13.00",""
"29/03/2022 19:11:16","RZMWQES956","SWK","Buy","0.088940580","146.16500","13.00","USD","","","13.00",""
"29/03/2022 19:10:54","K97Z9VFNH4","PNW","Sell","0.351772306","77.27000","27.18","USD","","","27.18",""
"29/03/2022 14:46:15","Z3W3K2KXXJ","GOOG","Buy","0.000808135","2858.43000","2.31","USD","","","2.31",""
"29/03/2022 14:45:56","Y7HQEYMH2V","STT","Buy","0.121011624","91.78000","11.11","USD","","","11.11",""
"29/03/2022 14:45:28","CX3GWHKULE","IIPR","Buy","0.062925046","206.59500","13.00","USD","","","13.00",""
"29/03/2022 14:44:44","V97U6GR5A4","APD","Buy","0.148612282","248.97000","37.00","USD","","","37.00",""
"29/03/2022 14:43:17","LEJRH7NNAL","BMY","Buy","0.301101758","73.06500","22.00","USD","","","22.00",""
"29/03/2022 14:42:50","AYGV42GVVQ","STAG","Buy","0.500000000","41.48500","20.74","USD","","","20.74",""
"29/03/2022 14:42:34","C9F7QYJGCE","BEN","Buy","0.141191246","28.81000","4.07","USD","","","4.07",""
"29/03/2022 14:40:23","WJGJGHAX4Q","USD","Conversion","","","109.63","USD","0.89976","","109.63",""
"29/03/2022 14:40:23","WJGJGHAX4Q","EUR","Conversion","","","-99.00","EUR","1.11140","0.35","-98.65",""
"29/03/2022 13:30:13","U8UGX8G7SE","SHEL","Buy","0.018733608","53.38000","1.00","USD","","","1.00",""
"29/03/2022 04:59:13","MQSEUJ66J8","USD","Conversion","","","1.08","USD","0.91008","","1.08",""
"29/03/2022 04:59:13","MQSEUJ66J8","EUR","Conversion","","","-1.00","EUR","1.09880","0.01","-0.99",""
"29/03/2022 04:31:36","WC3QY3KW36","SHEL","Dividend","","","0.61","USD","","","0.52","0.09"
"28/03/2022 15:22:57","QNG5CQZ7AF","BRK.B","Buy","0.003689624","357.76000","1.32","USD","","","1.32",""
"28/03/2022 15:22:34","2FSSRKA9QA","MRK","Buy","0.061701733","81.03500","5.00","USD","","","5.00",""
"28/03/2022 15:22:12","3Z4QJEH8QR","GIS","Buy","0.074911978","66.74500","5.00","USD","","","5.00",""
"28/03/2022 15:21:52","6YVUQQUHCY","CAT","Buy","0.022626994","220.97500","5.00","USD","","","5.00",""
"28/03/2022 15:21:34","N3SG88WZCK","CMI","Buy","0.024183212","206.75500","5.00","USD","","","5.00",""
"28/03/2022 14:06:07","9WYNHJEU46","LYB","Buy","0.047607712","105.02500","5.00","USD","","","5.00",""
"28/03/2022 14:05:51","32MLLNYY3W","NFLX","Buy","0.002701753","370.13000","1.00","USD","","","1.00",""
"28/03/2022 14:05:36","E48FCMF7KZ","SYY","Buy","0.062127236","80.48000","5.00","USD","","","5.00",""
"28/03/2022 14:05:18","3XZCXH2JUF","AMD","Buy","0.008381175","119.31500","1.00","USD","","","1.00",""
"28/03/2022 14:05:04","9Q5CH4HEHU","GOOG","Buy","0.000353478","2829.02500","1.00","USD","","","1.00",""
"28/03/2022 14:04:52","59F5X5EVG9","ABBV","Buy","0.031017369","161.20000","5.00","USD","","","5.00",""
"28/03/2022 14:04:31","LHJ862RLVS","VZ","Buy","0.196020778","51.01500","10.00","USD","","","10.00",""
"28/03/2022 14:04:16","VR4JVR42GY","BNS","Buy","0.068240753","73.27000","5.00","USD","","","5.00",""
"28/03/2022 14:04:04","GYQR45JQU3","RY","Buy","0.044432595","112.53000","5.00","USD","","","5.00",""
"28/03/2022 14:03:56","AZ7F4QKWWE","BMO","Buy","0.042124773","118.69500","5.00","USD","","","5.00",""
"28/03/2022 14:03:39","UA4SJEWC5J","MS","Buy","0.054890767","91.09000","5.00","USD","","","5.00",""
"28/03/2022 14:03:28","2JWSG9WF97","LOW","Buy","0.023888583","209.30500","5.00","USD","","","5.00",""
"28/03/2022 14:03:00","4LVKXQC6K9","JPM","Buy","0.071844241","139.19000","10.00","USD","","","10.00",""
"28/03/2022 14:02:51","38585RSC93","LMT","Buy","0.011187684","446.92000","5.00","USD","","","5.00",""
"28/03/2022 14:02:36","NRR23GWZCW","DOW","Buy","0.158227848","63.20000","10.00","USD","","","10.00",""
"28/03/2022 14:02:24","FS4JU3C82J","C","Buy","0.181126607","55.21000","10.00","USD","","","10.00",""
"28/03/2022 14:01:51","LJCAWMJFK2","USD","Conversion","","","109.32","USD","0.91149","","109.32",""
"28/03/2022 14:01:51","LJCAWMJFK2","EUR","Conversion","","","-100.00","EUR","1.09710","0.35","-99.65",""
"28/03/2022 13:30:08","YG7R4MKXA7","LMT","Buy","0.002226229","449.19000","1.00","USD","","","1.00",""
"28/03/2022 13:30:05","N9UEAMCLV5","BP","Buy","0.045018205","30.21000","1.36","USD","","","1.36",""
"28/03/2022 09:23:43","X4WQ3QGWAZ","","Buy","","","950.00","EUR","","","950.00",""
"26/03/2022 05:32:23","9WQL8KK936","BP","Dividend","","","1.61","USD","","","1.37","0.24"
"26/03/2022 05:32:22","XY3JWLANK8","LMT","Dividend","","","1.16","USD","","","0.99","0.17"
"25/03/2022 13:50:25","U2KE6UUG9U","C","Buy","0.176133861","56.77500","10.00","USD","","","10.00",""
"25/03/2022 13:49:57","72N4CNV6VS","T","Buy","0.425803704","23.48500","10.00","USD","","","10.00",""
"25/03/2022 13:49:44","8NSXXEAFMM","CUBE","Buy","0.198333994","50.42000","10.00","USD","","","10.00",""
"25/03/2022 13:49:32","MXEX7UJCGR","VZ","Buy","0.195752177","51.08500","10.00","USD","","","10.00",""
"25/03/2022 13:49:17","WWGMSJRCQL","CL","Buy","0.131739743","74.46500","9.81","USD","","","9.81",""
"25/03/2022 13:48:58","7ZEE525MKA","CMCSA","Buy","0.159421830","47.04500","7.50","USD","","","7.50",""
"25/03/2022 13:48:41","JW3WZQCR72","AMT","Buy","0.042118563","237.42500","10.00","USD","","","10.00",""
"25/03/2022 13:48:21","Y4CSUQJ6SR","BEN","Buy","0.358808754","27.87000","10.00","USD","","","10.00",""
"25/03/2022 13:48:05","4RZFZYWCF3","MCD","Buy","0.041663194","240.02000","10.00","USD","","","10.00",""
"25/03/2022 13:47:49","FAEQLVU76E","JPM","Buy","0.070405181","142.03500","10.00","USD","","","10.00",""
"25/03/2022 13:46:23","H35E3R8JUJ","NVDA","Dividend","","","0.01","USD","","","0.01",""
"25/03/2022 13:46:23","KMAGLX6VQF","HD","Dividend","","","0.74","USD","","","0.63","0.11"
"25/03/2022 13:46:22","N4S2RQ7U7Z","GFI","Dividend","","","0.28","USD","","","0.24","0.04"
"25/03/2022 13:44:13","UKVAUYCLYH","BRK.B","Buy","0.002813810","355.39000","1.00","USD","","","1.00",""
"25/03/2022 13:44:00","ECEYJYGL28","PLTR","Buy","0.274423404","13.21500","3.63","USD","","","3.63",""
"25/03/2022 13:43:42","JHUR7Y9LYX","GOOG","Buy","0.000353741","2826.92000","1.00","USD","","","1.00",""
"25/03/2022 13:43:34","LQ5ESVF6HJ","TSLA","Buy","0.000992225","1007.83500","1.00","USD","","","1.00",""
"25/03/2022 13:43:15","NR4SFNEMKA","IIPR","Buy","0.075146535","199.61000","15.00","USD","","","15.00",""
"25/03/2022 13:42:00","GSL54VYRU6","SBUX","Buy","0.230653903","86.71000","20.00","USD","","","20.00",""
"25/03/2022 13:41:29","FRUR6G9GZH","MSFT","Buy","0.065902201","303.48000","20.00","USD","","","20.00",""
"25/03/2022 13:40:32","2SCAAFLZK8","USD","Conversion","","","157.01","USD","0.90793","","157.01",""
"25/03/2022 13:40:32","2SCAAFLZK8","EUR","Conversion","","","-143.06","EUR","1.10140","0.50","-142.56",""
"24/03/2022 19:34:31","HC8ERYWLLV","USD","Conversion","","","1.03","USD","0.90859","","1.03",""
"24/03/2022 19:34:31","HC8ERYWLLV","EUR","Conversion","","","-0.94","EUR","1.10060","0.00","-0.94",""
"24/03/2022 19:34:30","C7898ASZ64","MAIN","Buy","0.500000000","41.92000","20.96","USD","","","20.96",""
"24/03/2022 19:34:14","38URA86CX3","BLK","Buy","0.020314055","738.40500","15.00","USD","","","15.00",""
"24/03/2022 19:33:47","KEYWLKQVJS","O","Buy","0.082163714","66.65500","5.48","USD","","","5.48",""
"24/03/2022 19:33:13","RVF9R4U6U2","SBSW","Buy","0.168491996","17.80500","3.00","USD","","","3.00",""
"24/03/2022 19:32:48","4RKQMUF65J","SWK","Buy","0.035976399","138.98000","5.00","USD","","","5.00",""
"24/03/2022 19:32:37","M96V2QK2KG","SNA","Buy","0.024230088","206.35500","5.00","USD","","","5.00",""
"24/03/2022 19:32:16","SL4UN5CAMW","LOW","Buy","0.022855575","218.76500","5.00","USD","","","5.00",""
"24/03/2022 16:34:40","5958RS6L8N","JNJ","Buy","0.086093095","174.23000","15.00","USD","","","15.00",""
"24/03/2022 16:33:29","FY7V2W5LYW","MS","Buy","0.108266118","92.36500","10.00","USD","","","10.00",""
"24/03/2022 16:33:10","XZVVYJYAQG","GS","Buy","0.029838276","335.14000","10.00","USD","","","10.00",""
"24/03/2022 16:32:55","CU4NNVS8RK","STOR","Buy","0.516973978","29.01500","15.00","USD","","","15.00",""
"24/03/2022 16:32:43","YZ588Z334F","PG","Buy","0.099734042","150.40000","15.00","USD","","","15.00",""
"24/03/2022 16:32:20","VS5XG3RY2X","AMT","Buy","0.064485619","232.61000","15.00","USD","","","15.00",""
"24/03/2022 15:52:41","U8J5AZNKVU","ADBE","Buy","0.023318992","428.83500","10.00","USD","","","10.00",""
"24/03/2022 14:05:59","SKSZXW9N7C","MDLZ","Buy","0.247586036","60.58500","15.00","USD","","","15.00",""
"24/03/2022 14:05:45","CVMS8WXXU4","BNS","Buy","0.069401068","72.04500","5.00","USD","","","5.00",""
"24/03/2022 14:05:33","5UQYH87U7L","AMZN","Buy","0.000308878","3237.51500","1.00","USD","","","1.00",""
"24/03/2022 14:04:03","YXX4SQV9GG","USD","Conversion","","","5.47","USD","0.91074","","5.47",""
"24/03/2022 14:04:03","YXX4SQV9GG","EUR","Conversion","","","-5.00","EUR","1.09800","0.01","-4.99",""
"24/03/2022 14:01:48","K9H93RV24S","USD","Conversion","","","1.09","USD","0.91058","","1.09",""
"24/03/2022 14:01:48","K9H93RV24S","EUR","Conversion","","","-1.00","EUR","1.09820","0.00","-1.00",""
